date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:35	6301/6301	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Aug%202018%2002:35:54%20GMT	http://astylers.com/jazy/sign-up.html	C:/My%20Web%20Sites/native/astylers.com/jazy/sign-up.html	(from http://astylers.com/jazy/index.html)
12:46:36	6203/6203	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Aug%202018%2002:35:50%20GMT	http://astylers.com/jazy/sign-in.html	C:/My%20Web%20Sites/native/astylers.com/jazy/sign-in.html	(from http://astylers.com/jazy/index.html)
12:46:36	6200/6200	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Aug%202018%2002:36:00%20GMT	http://astylers.com/jazy/team.html	C:/My%20Web%20Sites/native/astylers.com/jazy/team.html	(from http://astylers.com/jazy/index.html)
12:46:36	23800/23800	---M--	200	added ('OK')	image/jpeg	etag:%225cf8-5b75f110-45f94abef618ba;;;%22	http://astylers.com/jazy/images/product1.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/product1.jpg	(from http://astylers.com/jazy/index.html)
12:46:41	37601/37601	---M--	200	added ('OK')	image/jpeg	etag:%2292e1-5b7399d0-488adaeb3d94db29;;;%22	http://astylers.com/jazy/images/product2.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/product2.jpg	(from http://astylers.com/jazy/index.html)
12:46:41	30794/30794	---M--	200	added ('OK')	image/jpeg	etag:%22784a-5b74db36-f67218c2f4ff6ce2;;;%22	http://astylers.com/jazy/images/product3.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/product3.jpg	(from http://astylers.com/jazy/index.html)
12:46:43	6390/6390	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Aug%202018%2002:35:42%20GMT	http://astylers.com/jazy/see-more-product.html	C:/My%20Web%20Sites/native/astylers.com/jazy/see-more-product.html	(from http://astylers.com/jazy/index.html)
12:46:43	37311/37311	---M--	200	added ('OK')	image/jpeg	etag:%2291bf-5b778bc0-1267d9db68c78e5b;;;%22	http://astylers.com/jazy/images/slider3.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/slider3.jpg	(from http://astylers.com/jazy/index.html)
12:46:45	52730/52730	---M--	200	added ('OK')	image/jpeg	etag:%22cdfa-5b778bb0-675530185a2afc2d;;;%22	http://astylers.com/jazy/images/slider1.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/slider1.jpg	(from http://astylers.com/jazy/index.html)
12:46:50	54990/54990	---M--	200	added ('OK')	image/jpeg	etag:%22d6ce-5b778bca-9587116c01fc8376;;;%22	http://astylers.com/jazy/images/slider2.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/slider2.jpg	(from http://astylers.com/jazy/index.html)
12:46:50	30334/30334	---M--	200	added ('OK')	image/jpeg	etag:%22767e-5b739e34-f415e618539da6df;;;%22	http://astylers.com/jazy/images/style1.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/style1.jpg	(from http://astylers.com/jazy/index.html)
12:46:50	42988/42988	---M--	200	added ('OK')	image/jpeg	etag:%22a7ec-5b739c5c-265f71f1c19b2eb0;;;%22	http://astylers.com/jazy/images/product4.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/product4.jpg	(from http://astylers.com/jazy/index.html)
12:46:52	56307/56307	---M--	200	added ('OK')	image/png	etag:%22dbf3-5b75a9ce-97f89dbf34cc0ce2;;;%22	http://astylers.com/jazy/images/banner.png	C:/My%20Web%20Sites/native/astylers.com/jazy/images/banner.png	(from http://astylers.com/jazy/index.html)
12:46:53	20949/20949	---M--	200	added ('OK')	image/jpeg	etag:%2251d5-5b739cc6-6ead3261bd65845;;;%22	http://astylers.com/jazy/images/style3.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/style3.jpg	(from http://astylers.com/jazy/index.html)
12:46:54	23323/23323	---M--	200	added ('OK')	image/jpeg	etag:%225b1b-5b74e042-2f4ef5771a15253f;;;%22	http://astylers.com/jazy/images/style4.jpg	C:/My%20Web%20Sites/native/astylers.com/jazy/images/style4.jpg	(from http://astylers.com/jazy/index.html)
